STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,SEX,Sex,AGE,Age,TSEST,Adjustment Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment,DECIMALS,Decimals
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2021-07,,65.69934401,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2021-08,,64.7139064,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2021-09,,64.18518418,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2021-10,,64.27643773,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2021-11,,65.89794411,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2021-12,,66.36412213,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-01,,65.2393315,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-02,,66.76823098,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-03,,66.38666711,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-04,,66.24011809,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-05,,66.72102113,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-06,,66.61796005,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-07,,66.20851463,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-08,,66.21541403,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-09,,66.22621954,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-10,,66.23845834,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-11,,66.74475496,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2022-12,,66.95626926,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-01,,65.62836146,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-02,,67.02296871,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-03,,66.9387282,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-04,,66.59460107,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-05,,67.13505699,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-06,,66.75528274,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-07,,66.53344235,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-08,,66.40808187,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-09,,66.23795511,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-10,,66.60670384,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-11,,67.08939946,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2023-12,,67.11726204,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-01,,65.70070227,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-02,,67.26443517,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-03,,66.85125026,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-04,,66.76101852,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-05,,67.11023879,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-06,,66.91577814,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-07,,66.9963759,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-08,,66.74944976,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-09,,66.8784798,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-10,,66.89957894,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-11,,67.1013972,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M12,Participation rate,3,Persons,1599,Total (age),10,Original,AUS,Australia,M,Monthly,2024-12,,67.62637748,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-01,,60.2840048,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-02,,61.65772612,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-03,,61.09848175,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-04,,60.97642424,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-05,,61.25130961,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-06,,60.92020833,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-07,,60.84388826,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-08,,60.08467294,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-09,,60.32125764,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-10,,61.05001688,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-11,,61.25070037,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2015-12,,61.38196683,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-01,,59.90118563,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-02,,61.71078744,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-03,,61.25969189,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-04,,61.1496594,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-05,,61.45103632,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-06,,61.82918059,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-07,,61.62230165,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-08,,61.41850154,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-09,,61.32185049,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-10,,61.91115214,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-11,,61.88480576,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2016-12,,62.60498899,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-01,,60.9187567,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-02,,62.37071179,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-03,,61.83180021,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-04,,62.06438355,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-05,,62.41803277,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-06,,62.291165,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-07,,61.92570006,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-08,,61.81029019,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-09,,62.05114834,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-10,,61.92434896,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-11,,62.42489394,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2017-12,,62.78560687,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-01,,61.52275336,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-02,,62.23792805,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-03,,62.15286398,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-04,,61.83989303,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-05,,62.59702353,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-06,,62.21199823,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-07,,62.40731648,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-08,,61.93856519,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-09,,62.32029932,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-10,,62.34943331,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-11,,62.96976749,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2018-12,,63.5858082,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-01,,62.22674235,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-02,,63.36048974,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-03,,62.96930686,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-04,,62.69361075,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-05,,63.21160728,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-06,,62.97183449,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-07,,62.77483749,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-08,,62.7825553,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-09,,62.91520149,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-10,,62.95979273,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-11,,63.36234042,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2019-12,,64.04083019,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-01,,62.52881947,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-02,,63.15362611,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-03,,62.88216006,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-04,,60.37601743,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-05,,59.38002059,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-06,,59.72359351,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-07,,59.77833049,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-08,,58.75363938,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-09,,58.08499876,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-10,,59.6618695,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-11,,61.19231631,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2020-12,,62.02597217,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-01,,61.40739427,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-02,,62.82745854,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-03,,62.61095232,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-04,,62.46612022,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-05,,63.30271766,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-06,,62.94548843,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-07,,63.20056428,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-08,,63.41437333,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-09,,61.28001437,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-10,,60.56385766,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-11,,63.61587956,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2021-12,,64.54415045,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-01,,63.0856684,,PCT,Percent,0,Units,,,,,1,One
DATAFLOW,ABS:LF(1.0.0),Labour Force,I,M16,Employment to population ratio,3,Persons,1599,Total (age),10,Original,2,Victoria,M,Monthly,2022-02,,64.60915174,,PCT,Percent,0,Units,,,,,1,One
